timestamp,x,y,z,ox,oy,oz,ow
1740661496.609001,0.018355801023756182,-0.007308756348233759,0.001374648354784934,0.3891023159970577,0.002526017183780273,0.003933366910398161,0.921182683048081
1740661496.6760583,0.018021007545212152,-0.01558711134340899,0.0029812718334163084,0.3875464075194336,0.0020069335244976443,0.004554615287365029,0.9218367587139241
1740661496.7422917,0.020400012497058223,-0.01208576386817538,-0.00016975109610009673,0.38729027896304896,0.0018310312445041534,0.004410627592917545,0.9219454612446127
1740661496.809294,0.014159055227405655,-0.015603740527466752,-0.0017399885496120092,0.3886404370055234,0.0025144867486379084,0.005109998127391865,0.921371898855009
1740661496.8763318,0.02044687859512685,-0.013201927466642786,0.0008798533417219161,0.38779093872441867,0.0023018448522849912,0.004336639292041282,0.9217342799924287
1740661496.9423046,0.02112955897336597,-0.019959777797803363,0.0030491444398381092,0.3865683606305104,0.0012922174143234022,0.005235539091522847,0.9222449901539259
1740661497.0094862,0.018921703198533046,-0.017804174157417543,0.0016872347674750953,0.387881054573143,0.0024919709804181386,0.004824191163102422,0.9216934440276121
1740661497.076059,0.01798420691521809,-0.015708336130708964,0.004225697882581671,0.38762918798386536,0.002324403289532147,0.004605109748298047,0.9218009561377786
1740661497.142268,0.017825964402462088,-0.01819030181325288,0.00042191130191594767,0.38760038021778925,0.0036354218910219917,0.0044008841063559725,0.921809829184839
1740661497.2088568,0.021276719174310503,-0.018784226167798797,0.002629350506796714,0.38806148296780263,0.002699126623265904,0.0047882146712454315,0.9216170968208889
1740661497.2762358,0.018292623363841104,-0.01691151473731641,0.005706373682006752,0.38817309674495104,0.0028834190753102436,0.00435420457956085,0.9215716867180493
1740661497.3421955,0.014810917953243682,-0.01404542877940157,6.570604823615637e-05,0.3892811582101717,0.0036110241493607404,0.004381137744666649,0.9211014851791317
1740661497.4088695,0.018679992027745132,-0.014668041614842706,0.0027851263710409867,0.38740408112434854,0.0031494921294705582,0.004449424192845636,0.9218938991293293
1740661497.4762685,0.02053325172343055,-0.019486428855690907,0.0026240765341087775,0.3876346565091237,0.003575270071263502,0.005372245370431378,0.9217905019561935
1740661497.5422657,0.01429800733418317,-0.01232612872232887,-0.00018353146140862045,0.38968237476798273,0.0039539767855481175,0.003917796583542369,0.9209324968382291
